	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.27596391859062	-16.0	-16.0	-16.0	-10.633242948087936	-16.0	-16.0	-9.241606892618158
D_0__Bacteria;D_1__Cloacimonetes;D_2__Cloacimonadia	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.925942920933656	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria	-9.010549297214872	-8.338195170962633	-12.12713455036639	-7.029982239876222	-5.079120560354465	-5.418780265959919	-5.093721831722021	-10.548982412997036	-9.644821956880447	-16.0	-8.810660885571135	-4.128333698932815	-7.996332248825054	-6.565794928088103	-7.558797068498857
D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.285319644667629	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria	-16.0	-11.467478187907599	-16.0	-10.847605497387654	-16.0	-16.0	-16.0	-10.133944913718192	-14.452176878938051	-8.394952594879344	-8.252665432450248	-10.507712066004078	-3.123503489290168	-10.821295661236489	-10.402071564811404
D_0__Bacteria;D_1__Fibrobacteres;D_2__Chitinivibrionia	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.379057411554724	-16.0	-16.0	-16.0	-16.0	-8.3409804202125	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli	-16.0	-6.406782256220045	-7.757900740700671	-5.811981587656932	-6.198309915564497	-5.853183090105694	-9.091214976111447	-4.395852654097702	-8.185390338243149	-16.0	-8.280146168872356	-16.0	-16.0	-9.44278403798276	-10.489534406061743
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	-16.0	-16.0	-16.0	-8.67768049594534	-8.583740952758017	-16.0	-9.306943667166884	-9.61038295766118	-16.0	-16.0	-16.0	-7.5691126106682205	-8.960708339094332	-9.558261255402694	-16.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.939211882666397	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.306943667166884	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae	-7.500354564895687	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.863855876229353	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.61038295766118	-16.0	-16.0	-7.336729697238723	-10.770746471837871	-9.460279348584844	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-11.092674566725234	-7.252171153254643	-16.0	-16.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);__	-16.0	-16.0	-16.0	-16.0	-8.548117043027297	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria	-16.0	-12.882515687186443	-16.0	-16.0	-16.0	-16.0	-16.0	-8.848542694855944	-16.0	-8.354310610381999	-7.038071381674208	-6.545780106837597	-3.3459984949791237	-11.335868834066247	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-13.980585887013447	-8.259784552560491	-10.858828725075119	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia	-16.0	-16.0	-9.624634209837206	-9.58457109155386	-16.0	-8.477673955013488	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.335868834066247	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.259784552560491	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.75090633334509	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.8258880260303325	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.055760914873511	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia	-6.523561956057013	-6.85276834379239	-4.080919995383567	-10.710101973637718	-10.735744046203068	-7.2171464047902685	-5.434591490262845	-7.365760588941266	-7.594195883810479	-10.131918189045551	-9.395623386292291	-6.115394643225318	-10.07033283026883	-6.8764372154289495	-6.218071378157369
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	-0.9036096972816706	-0.6296531787109045	-0.7760112694078684	-0.7216754873209871	-0.6247533194598062	-0.8952183099029062	-0.5402544739600345	-1.2197466712632363	-1.3298341770791393	-3.9870172112857145	-1.5410146907369935	-1.1013298797387139	-1.363337051682096	-0.8375894685771395	-0.4749036402074929
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	-16.0	-8.584835138545758	-16.0	-8.23879625471213	-6.269044427101731	-4.882727365719709	-16.0	-6.197306974715622	-9.992745260300753	-7.837735084641093	-4.866843720964259	-5.0052117254748945	-4.754110853726684	-9.335868834066247	-7.5470199007225025
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	-1.170200512993629	-1.691662175234573	-1.7015689452010612	-1.9299350630258922	-1.9602252112674685	-1.7557203422121017	-2.043485144189737	-1.3330450137978878	-0.7947467699750359	-0.12629363985167247	-2.3308806215420357	-3.3162415342805005	-2.943220912365491	-2.5934390881759914	-2.106370145426633
D_0__Bacteria;D_1__Proteobacteria;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-6.873506046263072	-16.0	-8.44278403798276	-16.0
D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia	-16.0	-16.0	-16.0	-13.169533592275016	-16.0	-8.085356532234727	-16.0	-16.0	-16.0	-11.524235611824311	-7.395623386292291	-9.337787064561764	-5.417393535731668	-16.0	-16.0
D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes	-16.0	-16.0	-16.0	-16.0	-16.0	-4.807607885915914	-16.0	-10.674513295080896	-16.0	-16.0	-16.0	-16.0	-11.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae	-16.0	-16.0	-16.0	-16.0	-16.0	-7.570783359404969	-7.975737758691511	-16.0	-16.0	-16.0	-7.441427075905416	-4.835286724032582	-7.199319270988909	-9.236333160515333	-16.0
D_0__Bacteria;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.059859456159291	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
