	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Fusobacteria	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.283319906678441	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Gemmatimonadetes	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.651051691178928	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Kiritimatiellaeota	-8.03897734484053	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.299024807384317	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.066147702210904	-16.0	-16.0	-7.934988201783478	-10.357918496437884	-7.207598270852013	-16.0	-16.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)	-16.0	-16.0	-16.0	-16.0	-9.236889241991138	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria	-16.0	-13.024735680363166	-10.524080734869482	-10.015008438517862	-16.0	-9.017968290194084	-16.0	-9.304307439405669	-16.0	-8.434454482223028	-7.624648081171327	-6.597106160317311	-3.576186847443933	-10.188294472215562	-16.0
D_0__Bacteria;D_1__Planctomycetes	-7.062184736001856	-6.994988336969114	-4.980366520415844	-11.140539320601722	-11.424516245166908	-7.757440739970864	-5.778699514274889	-7.821525333490991	-7.734592835910326	-10.212062060886579	-9.993881890837047	-5.935386460612117	-10.308398911639504	-6.995649394273166	-6.325076175992959
D_0__Bacteria;D_1__Proteobacteria	-0.5693788225230946	-0.20336028799062716	-1.0652519723860792	-0.627798857798223	-0.8114430376888073	-0.7450469633270801	-0.4484538683164233	-0.7074487291681131	-0.17656805047863144	-0.10397326621073666	-1.3924205940192582	-1.1574285290004984	-1.0855404693187887	-0.8920337378786202	-0.17027444919523532
D_0__Bacteria;D_1__Spirochaetes	-16.0	-16.0	-16.0	-13.599970939239018	-16.0	-8.625650867415324	-16.0	-16.0	-16.0	-11.60437948366534	-7.993881890837046	-9.772955995716728	-5.655459617102341	-16.0	-16.0
D_0__Bacteria;D_1__Tenericutes	-16.0	-16.0	-16.0	-16.0	-16.0	-5.3479022210965095	-16.0	-11.13027803963062	-16.0	-16.0	-16.0	-16.0	-11.971363924361935	-16.0	-16.0
D_0__Bacteria;D_1__Verrucomicrobia	-16.0	-16.0	-16.0	-16.0	-16.0	-8.111077694585564	-8.319845782703556	-16.0	-16.0	-16.0	-8.039685580450172	-5.270455655187545	-7.437385352359583	-9.673721299385804	-16.0
D_0__Bacteria;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.200256408259138	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Unassigned	-1.6823614865409926	-3.4130960545611515	-1.1080904831063552	-1.9547628564643351	-1.3973781706042374	-1.6786749900139888	-2.236468741524466	-1.8842932593852182	-3.4308120877332233	-4.209916789055023	-1.5587325524701159	-1.9412382372765868	-2.716728942061916	-1.9349534625856122	-3.806190707145419
