	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;D_3__Lentisphaerales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.61038295766118	-16.0	-16.0	-7.457023930956435	-10.770746471837871	-9.617820625571325	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.980585887013447	-16.0	-12.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__Oligosphaerales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.230797502462076	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__P.palmC41	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-11.092674566725234	-7.4478956241290115	-16.0	-16.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);__;__	-16.0	-16.0	-16.0	-16.0	-8.548117043027297	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Absconditabacteriales (SR1)	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.148335342270103	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__JGI 0000069-P22	-16.0	-12.882515687186443	-16.0	-16.0	-16.0	-16.0	-16.0	-8.848542694855944	-16.0	-8.354310610381999	-7.266340369347325	-7.448818376950509	-3.383095294108721	-11.335868834066247	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.810660885571135	-7.844747053281648	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.633242948087936	-9.273866224353963	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Campbellbacteria	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-13.980585887013447	-8.963391549780267	-10.858828725075119	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.633242948087936	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales	-16.0	-16.0	-9.624634209837206	-9.58457109155386	-16.0	-8.477673955013488	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.335868834066247	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured marine bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured planctomycete	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.337787064561764	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.75090633334509	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.8258880260303325	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.055760914873511	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales	-6.523561956057013	-6.85276834379239	-4.080919995383567	-10.710101973637718	-16.0	-7.2171464047902685	-5.695085939382667	-7.830164165541089	-7.594195883810479	-10.131918189045551	-10.810660885571135	-12.507712066004078	-10.07033283026883	-7.335868834066247	-6.467166593033289
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.032321287057878	-16.0	-16.0	-16.0	-10.280146168872356	-6.132672634657153	-16.0	-8.75090633334509	-8.874824561946534
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales	-16.0	-16.0	-16.0	-16.0	-10.735744046203068	-16.0	-16.0	-9.227054318109674	-16.0	-16.0	-12.980585887013447	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.364714037687712	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.04828044736678	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales	-3.77533283552084	-2.5875121082432426	-2.7064725018936677	-3.116286466362589	-3.2156710762259344	-3.7429643347876493	-2.397728018612122	-4.0451566750012855	-3.4409496235147965	-7.3846842594255175	-7.810660885571135	-5.730730792989992	-7.794698387655403	-3.200709250784611	-4.989688518978538
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.195050787095987	-16.0	-16.0	-16.0	-8.893123045763108	-5.55739919010443	-8.108806978083466	-13.14322375612385	-9.535338095674868
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.306943667166884	-16.0	-16.0	-16.0	-12.395623386292291	-16.0	-16.0	-9.14322375612385	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales	-16.0	-16.0	-16.0	-7.9797090333949985	-7.530629616298455	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-12.507712066004078	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales	-1.236760711624685	-1.4179699368525034	-1.5374834038516043	-1.3413971080809086	-1.3160179011305946	-1.492306354703846	-1.6619244825360402	-1.7772178562535628	-2.06523663361374	-4.501867798795857	-5.941666897721145	-4.706812166083773	-4.486953099910365	-1.3956601258687331	-1.7997547766844684
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales	-7.300055914409857	-8.18207596904535	-8.624634209837206	-5.7307417396967555	-5.8722460461079296	-4.8507481611886405	-7.184324380502928	-6.257427967153193	-8.837467034822842	-7.175507457593233	-1.6719624418823085	-1.4640012026569216	-1.6324165322863329	-6.651370659794177	-1.4656068288873636
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales	-16.0	-16.0	-16.0	-16.0	-9.320706546924225	-16.0	-10.453785055496155	-16.0	-8.897588027260413	-16.0	-16.0	-11.092674566725234	-7.128435784832399	-9.388336253960382	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales	-16.0	-16.0	-9.252665432450248	-16.0	-16.0	-16.0	-6.0565688333045555	-16.0	-16.0	-16.0	-16.0	-9.44881837695051	-16.0	-16.0	-9.489534406061743
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade	-16.0	-9.338195170962633	-16.0	-8.469093874133923	-5.776386030700413	-16.0	-16.0	-9.548982412997036	-16.0	-11.20230751693695	-16.0	-11.092674566725234	-14.318260343712415	-10.44278403798276	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales	-5.01876980401984	-3.316461649015351	-3.606188542516388	-4.123773930892333	-4.210440756149629	-3.7783907059049735	-2.696514114758387	-5.035912830757666	-4.079311818825463	-7.479841492465858	-8.049848549450562	-6.700357143946474	-8.07033283026883	-4.410208434437888	-5.282520085884211
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;__	-16.0	-11.467478187907599	-16.0	-6.21533728188814	-4.541534392637328	-16.0	-16.0	-4.959019231217513	-11.644821956880447	-16.0	-8.36587604289824	-6.477964722610025	-8.64583500174092	-6.785671751505768	-6.600791157163484
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.81201681883083	-16.0	-12.939273111103155	-7.623033882395364	-5.748378658809417	-9.617820625571325	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bradymonadales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-12.939273111103155	-16.0	-10.185783971116715	-8.148335342270103	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales	-16.0	-16.0	-16.0	-13.169533592275016	-16.0	-16.0	-16.0	-16.0	-16.0	-10.276308098380726	-16.0	-7.7888938185481305	-5.432563970373021	-12.558261255402694	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.20230751693695	-16.0	-9.337787064561764	-7.631759816529198	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales	-16.0	-8.634588173742857	-16.0	-16.0	-6.269044427101731	-5.393751471468397	-16.0	-8.179748603331317	-9.992745260300753	-8.666254616696738	-5.0979428376516065	-8.844747053281647	-11.148335342270103	-16.0	-7.5470199007225025
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__NB1-j	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.335868834066247	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.185783971116715	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)	-16.0	-13.467478187907599	-16.0	-8.286890542913175	-16.0	-6.628008228097919	-16.0	-6.699316686081468	-16.0	-16.0	-16.0	-16.0	-8.108806978083466	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales	-16.0	-12.882515687186443	-16.0	-10.262642996666496	-16.0	-7.108440145347768	-12.261139977553759	-16.0	-5.3833986009526384	-10.436772770573972	-5.182924361159688	-5.600821470395559	-5.295892530683961	-8.716959001421753	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Arenicellales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-11.173230964955843	-9.770746471837871	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Beggiatoales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-12.980585887013447	-16.0	-10.858828725075119	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales	-1.1994909068292783	-1.8326671377358814	-1.7758271934853362	-2.2146103002446957	-2.2082670401426716	-1.9443442227076535	-2.117119108286867	-1.5532152621192348	-3.0076795918342416	-5.752746142323713	-7.308160545041952	-5.958248246504308	-6.9607083390943325	-2.92042885325574	-2.9518306581540985
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales	-16.0	-11.467478187907599	-12.712097051087547	-16.0	-8.233243705673884	-8.334716001171445	-12.261139977553759	-10.326589991660589	-5.594195883810479	-10.436772770573972	-4.024935979485074	-5.228488422070954	-6.168513224207734	-6.993476636619169	-12.904571905340587
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales	-16.0	-16.0	-16.0	-10.262642996666496	-16.0	-16.0	-16.0	-8.111577100689738	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.005211725474894	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Ectothiorhodospirales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.936191767654995	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales	-16.0	-16.0	-16.0	-16.0	-9.735744046203068	-10.477673955013488	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Francisellales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.003305963513531	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__KI89A clade	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.227054318109674	-16.0	-16.0	-10.658657792126085	-16.0	-12.318260343712415	-10.44278403798276	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.81201681883083	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__OM182 clade	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.963391549780267	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	-7.3406978989072025	-7.423084068549145	-9.12713455036639	-7.884131373412767	-6.986805810370785	-7.062636455734643	-8.646430133438551	-6.974073576939803	-1.339574475409203	-0.1603746350947787	-3.905106737525431	-5.240925525309176	-4.346716789761644	-5.871760728219477	-3.3410578238834656
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales	-8.769541197711076	-5.612609804647363	-6.426694832225297	-4.638152131758704	-6.807636964684853	-6.824231716409565	-7.131856960608793	-4.830164165541089	-6.8301250594816745	-10.436772770573972	-16.0	-10.770746471837871	-11.73329784299126	-9.44278403798276	-8.402071564811404
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade	-16.0	-16.0	-16.0	-16.0	-5.6962156820164305	-9.255281533677039	-16.0	-10.227054318109674	-16.0	-16.0	-16.0	-16.0	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.326589991660589	-16.0	-16.0	-12.980585887013447	-16.0	-16.0	-11.14322375612385	-16.0
