	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.939273111103155	-16.0	-16.0	-6.779101532604384	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.046590910213014
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae	-16.0	-16.0	-16.0	-16.0	-10.446237429008082	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae	-16.0	-16.0	-16.0	-16.0	-16.0	-8.975173614484305	-16.0	-16.0	-16.0	-16.0	-8.395623386292291	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Tannerellaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.81201681883083	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	-9.80701590312974	-11.145550093020237	-16.0	-11.169533592275016	-8.17774859308218	-6.397300538549468	-16.0	-8.924491548089243	-16.0	-10.000673655767297	-2.084253483103506	-6.185783971116715	-6.8753168478636875	-8.212486418560966	-9.13198240144366
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.7907613281334305	-8.285319644667629	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae	-16.0	-16.0	-16.0	-16.0	-7.797144590867211	-16.0	-16.0	-16.0	-16.0	-16.0	-12.395623386292291	-6.344481717135773	-7.688903723632806	-10.821295661236489	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae	-16.0	-16.0	-16.0	-16.0	-9.205229329504288	-8.307748953571176	-16.0	-16.0	-16.0	-12.939273111103155	-8.42599703533581	-4.704657281380099	-7.763671492034779	-16.0	-7.31960940461943
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__MWH-CFBk5	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.41969939605207	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.507712066004078	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae	-16.0	-7.673062321557493	-16.0	-8.614944740597378	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.44278403798276	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Blattabacteriaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.922749565282921	-8.590339889149217	-9.683792137486554	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae	-16.0	-16.0	-16.0	-16.0	-8.951472737258506	-16.0	-16.0	-16.0	-12.867214378216895	-12.20230751693695	-9.588268464234687	-5.0620074304782925	-7.252171153254643	-9.973298754681538	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	-9.354503698432232	-11.008046569270302	-16.0	-7.4690938741339234	-6.839579857187608	-6.314443606145184	-10.261139977553759	-8.06785572326042	-10.992745260300753	-7.305067091362149	-2.8513028700684813	-2.809007399233733	-2.8685958052362244	-2.1163545508604558	-10.030102787424445
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group	-16.0	-16.0	-16.0	-16.0	-8.479404292943283	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.234693571597662	-11.996332248825054	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae	-13.054943416573325	-16.0	-7.285832296385448	-4.7349053646382915	-16.0	-16.0	-16.0	-4.718203145428102	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.980585887013447	-8.73512256210715	-10.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Lentimicrobiaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.633242948087936	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae	-16.0	-16.0	-8.75790074070067	-16.0	-16.0	-16.0	-16.0	-7.944120354838176	-16.0	-16.0	-16.0	-16.0	-16.0	-9.28524276099628	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;__;__	-16.0	-16.0	-16.0	-16.0	-9.446237429008082	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales;D_4__Melioribacteraceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.886017400274607	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__uncultured	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.339529047368086	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured bacterium;D_4__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.27596391859062	-16.0	-16.0	-16.0	-10.633242948087936	-16.0	-16.0	-9.241606892618158
D_0__Bacteria;D_1__Cloacimonetes;D_2__Cloacimonadia;D_3__Cloacimonadales;D_4__MSBL8	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.925942920933656	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Coleofasciculaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-14.318260343712415	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae	-16.0	-16.0	-16.0	-16.0	-7.797144590867211	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.392234848584142	-14.318260343712415	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Phormidiaceae	-16.0	-16.0	-16.0	-13.169533592275016	-9.382107091588367	-16.0	-16.0	-16.0	-16.0	-16.0	-11.173230964955843	-4.434463083973439	-16.0	-16.0	-11.904571905340587
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Xenococcaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.558261255402694	-7.889621563874615
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.037392131224044	-16.0	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Oxyphotobacteria Incertae Sedis;D_4__Unknown Family	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.44278403798276	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Nodosilineaceae	-16.0	-16.0	-16.0	-7.599677983944068	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Phormidesmiaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.392234848584142	-16.0	-8.785671751505767	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae	-9.010549297214872	-8.338195170962633	-12.12713455036639	-8.710101973637718	-5.624898277514777	-5.418780265959919	-5.093721831722021	-10.548982412997036	-9.644821956880447	-16.0	-9.336729697238724	-9.844747053281647	-9.996332248825054	-9.28524276099628	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;__;__	-16.0	-16.0	-16.0	-16.0	-8.233243705673884	-16.0	-16.0	-16.0	-16.0	-16.0	-11.980585887013447	-16.0	-8.460279348584844	-9.098829636765398	-10.241606892618158
D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.285319644667629	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae	-16.0	-11.467478187907599	-16.0	-10.847605497387654	-16.0	-16.0	-16.0	-10.133944913718192	-14.452176878938051	-8.394952594879344	-8.252665432450248	-10.507712066004078	-3.123503489290168	-10.821295661236489	-10.402071564811404
D_0__Bacteria;D_1__Fibrobacteres;D_2__Chitinivibrionia;D_3__Chitinivibrionales;D_4__Chitinivibrionaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.379057411554724	-16.0	-16.0	-16.0	-16.0	-8.3409804202125	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae	-16.0	-16.0	-16.0	-8.311552597147443	-7.305756205458253	-6.3621967375935515	-16.0	-7.2270543181096745	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XI	-16.0	-16.0	-7.757900740700671	-16.0	-16.0	-16.0	-9.091214976111447	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae	-16.0	-16.0	-16.0	-16.0	-8.446237429008082	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.724553977580491	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae	-16.0	-6.495934633956827	-16.0	-6.607291168053943	-8.81820620639504	-7.603204837097347	-16.0	-5.030657105306171	-8.670817165413391	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae	-16.0	-16.0	-16.0	-10.469093874133923	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae	-16.0	-10.467478187907599	-16.0	-16.0	-8.81820620639504	-16.0	-16.0	-7.7763929091001085	-16.0	-16.0	-8.280146168872356	-16.0	-16.0	-9.44278403798276	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.046482072467853	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae	-16.0	-16.0	-16.0	-8.082070751024677	-16.0	-16.0	-16.0	-16.0	-9.992745260300753	-16.0	-16.0	-16.0	-16.0	-16.0	-10.489534406061743
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.306943667166884	-16.0	-16.0	-16.0	-16.0	-7.5691126106682205	-16.0	-10.44278403798276	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.996332248825054	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Defluviitaleaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.925942920933656	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.996332248825054	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	-16.0	-16.0	-16.0	-16.0	-8.583740952758017	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	-16.0	-16.0	-16.0	-8.67768049594534	-16.0	-16.0	-16.0	-9.61038295766118	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.939211882666397	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia;D_3__Longimicrobiales;D_4__Longimicrobiaceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.306943667166884	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__Kiritimatiellales;D_4__Kiritimatiellaceae	-9.662625993794565	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__WCHB1-41;D_4__uncultured organism	-7.865118857693307	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.863855876229353	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;D_3__Lentisphaerales;D_4__Lentisphaeraceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.61038295766118	-16.0	-16.0	-7.457023930956435	-10.770746471837871	-9.617820625571325	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.980585887013447	-16.0	-12.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__Oligosphaerales;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.230797502462076	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__P.palmC41;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-11.092674566725234	-7.4478956241290115	-16.0	-16.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);__;__;__	-16.0	-16.0	-16.0	-16.0	-8.548117043027297	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Absconditabacteriales (SR1);__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.148335342270103	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__JGI 0000069-P22;D_4__uncultured bacterium	-16.0	-12.882515687186443	-16.0	-16.0	-16.0	-16.0	-16.0	-8.848542694855944	-16.0	-8.354310610381999	-7.266340369347325	-7.448818376950509	-3.383095294108721	-11.335868834066247	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__uncultured bacterium;D_4__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.810660885571135	-7.844747053281648	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.633242948087936	-9.273866224353963	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Campbellbacteria;D_4__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-13.980585887013447	-8.963391549780267	-10.858828725075119	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.507712066004078	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-8.477673955013488	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.335868834066247	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;__	-16.0	-16.0	-9.624634209837206	-9.58457109155386	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured planctomycete;D_4__uncultured planctomycete	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.337787064561764	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured bacterium;D_4__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.75090633334509	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.8258880260303325	-16.0	-16.0	-16.0
